Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,1,6,2020,20,6,2020,England,hospital_inc,Branching process,327,243,260,273,282,290,298,306,313,319,327,335,343,351.3499999999999,362,373,386,405.14999999999964,432,475
LSHTM,1,6,2020,21,6,2020,England,hospital_inc,Branching process,321,238,254,266,276,284,292,300,306,314,321,328,336,346,355,368,382,400.14999999999964,425,466
LSHTM,1,6,2020,22,6,2020,England,hospital_inc,Branching process,315,231,248,259,268,277,285,293,300,307,315,323,331,340,350,361,376,395,421,471
LSHTM,1,6,2020,23,6,2020,England,hospital_inc,Branching process,307,222.95000000000002,240,251,261,269,276.70000000000005,284,291,299,307,315,323,332,341,355,369,389,415.10000000000036,463
LSHTM,1,6,2020,1,6,2020,London,hospital_inc,Branching process,49,36,39,40,42,43,45,46,47,48,49,50,52,53,54,55,57,59,62,66
LSHTM,1,6,2020,2,6,2020,London,hospital_inc,Branching process,47,31,34,37,39,40,42,43,45,46,47,49,50,52,53,55,57,60,63,69
LSHTM,1,6,2020,3,6,2020,London,hospital_inc,Branching process,46,29,33,35,37,39,40,42,44,45,46,48,49,51,53,55,57,60,64,70
LSHTM,1,6,2020,4,6,2020,London,hospital_inc,Branching process,45,28,31,33,35,37,39,41,42,44,45,47,49,50,52,54.25,57,60,64,72
LSHTM,1,6,2020,5,6,2020,London,hospital_inc,Branching process,44,26,29,32,34,36,37,39,41,42,44,46,48,49,51,54,57,60,65,73
LSHTM,1,6,2020,6,6,2020,London,hospital_inc,Branching process,43,24,27,30,32,34,36,38,40,41,43,45,47,49,51,54,57,61,66,75
LSHTM,1,6,2020,7,6,2020,London,hospital_inc,Branching process,42,22,26,29,31,33,35,37,38,40,42,44,46,48,51,54,57,61,67,77
LSHTM,1,6,2020,8,6,2020,London,hospital_inc,Branching process,41,21,25,27,30,32,34,36,37,39,41,43,46,48,50,53,56,61,67,80
LSHTM,1,6,2020,9,6,2020,London,hospital_inc,Branching process,40,20,24,27,29,31,33,35,37,39,40,43,45,47.34999999999991,50,53,57,62,68,81
LSHTM,1,6,2020,10,6,2020,London,hospital_inc,Branching process,40,18,22,25,27,29.75,32,34,35,38,40,42,44,47,50,53,57,61,69,81
LSHTM,1,6,2020,11,6,2020,London,hospital_inc,Branching process,39,17,20,23,26,28,31,33,35,36,39,41,43,46,49,53,57,62,70,85
LSHTM,1,6,2020,12,6,2020,London,hospital_inc,Branching process,38,16,20,23,25,27,29,32,34,36,38,40,42.40000000000009,45,48,52,56,62,71,86
LSHTM,1,6,2020,13,6,2020,London,hospital_inc,Branching process,37,15,19,22,24,26,28,30,32,34,37,39,42,45,48,52,57,63,72,90
LSHTM,1,6,2020,14,6,2020,London,hospital_inc,Branching process,36,14,18,21,23,25,27,29,32,34,36,39,41,45,48,52,57,64,74,95
LSHTM,1,6,2020,15,6,2020,London,hospital_inc,Branching process,36,13.950000000000017,17,20,22,25,26,29,31,33,36,38,41,44,47.29999999999973,52,57,64,73,93
LSHTM,1,6,2020,16,6,2020,London,hospital_inc,Branching process,35,12,16,19,21,24,26,28,30,33,35,37,40,43,47,52,56,64,75,96
LSHTM,1,6,2020,17,6,2020,London,hospital_inc,Branching process,34,12,15,18,20,22,25,27,29,31,34,37,40,43,46,51,56.20000000000027,64,76,102
LSHTM,1,6,2020,18,6,2020,London,hospital_inc,Branching process,33,11,15,17,19,22,24,26,28,31,33,36,39,42,46,51,57,65,78,105
LSHTM,1,6,2020,19,6,2020,London,hospital_inc,Branching process,33,10,14,17,19,21,23,26,28,30,33,36,39,42,46,51,58,66,79.10000000000036,107
LSHTM,1,6,2020,20,6,2020,London,hospital_inc,Branching process,32,10,13,16,18,20,23,25,27,30,32,35,38,41,46,51,57,66,80.10000000000036,116
LSHTM,1,6,2020,21,6,2020,London,hospital_inc,Branching process,32,9,12,14,17,19,21,24,26,29,32,35,38,41,46,50,57.20000000000027,66,82,113
LSHTM,1,6,2020,22,6,2020,London,hospital_inc,Branching process,31,8,11,14,16,19,21,23,26,28,31,34,37,41,46,50.25,57,68,83.10000000000036,117
LSHTM,1,6,2020,23,6,2020,London,hospital_inc,Branching process,31,8,11,14,16,18,20,23,25,28,31,34,37,41,45,51,57,68,86,124.05000000000018
LSHTM,1,6,2020,1,6,2020,Midlands,hospital_inc,Branching process,105,86,89,92,95,96,99,100,102,103,105,106,108,110,112,114,116,118,121,126
LSHTM,1,6,2020,2,6,2020,Midlands,hospital_inc,Branching process,100,76,81,85,87,90,92,94,96,98,100,101,103,105,108,110,113,116,121,128
LSHTM,1,6,2020,3,6,2020,Midlands,hospital_inc,Branching process,98,74,78,82,85,87,90,92,94,96,98,100,103,105,107,109,112,116,121,129
LSHTM,1,6,2020,4,6,2020,Midlands,hospital_inc,Branching process,96,71,76,80,83,85,88,90,92,94,96,99,101,103,105,109,112,116,121,130
LSHTM,1,6,2020,5,6,2020,Midlands,hospital_inc,Branching process,95,68,74,77,80,83,85,88,90,93,95,97,99,102,104,108,111,115,121,131
LSHTM,1,6,2020,6,6,2020,Midlands,hospital_inc,Branching process,93,66,71,76,79,81,84,87,89,91,93,96,98,101,103,106,110,115,121,131
LSHTM,1,6,2020,7,6,2020,Midlands,hospital_inc,Branching process,92,63,69,73,76,79.75,82,85,87,89,92,95,97,100,103,106,110,115,122,133
LSHTM,1,6,2020,8,6,2020,Midlands,hospital_inc,Branching process,91,61,67,71,75,78,81,83,86,88,91,93,96,99,102,105,109,115,122,134
LSHTM,1,6,2020,9,6,2020,Midlands,hospital_inc,Branching process,89,59,65,69,73,76,79,81,84,86,89,91,94,97,101,104,108,114,122,136
LSHTM,1,6,2020,10,6,2020,Midlands,hospital_inc,Branching process,87,57,63,68,71,74,77,80,83,85,87,90,93,96,99,103,109,114,122,136
LSHTM,1,6,2020,11,6,2020,Midlands,hospital_inc,Branching process,86,55,62,66,69,72,75,78,81,83,86,89,92,95,98,102,107,113,121,139
LSHTM,1,6,2020,12,6,2020,Midlands,hospital_inc,Branching process,85,53,59,64,68,71,74,77,79,82,85,88,91,94,97,101,106,113,121.10000000000036,139
LSHTM,1,6,2020,13,6,2020,Midlands,hospital_inc,Branching process,83,51,57,62,66,69,72,75,78,81,83,86,89.40000000000009,93,96,101,106,113,122,140
LSHTM,1,6,2020,14,6,2020,Midlands,hospital_inc,Branching process,82,48,55,61,64,68,71,74,76,79,82,85,88,91,96,100,105,111,122,141
LSHTM,1,6,2020,15,6,2020,Midlands,hospital_inc,Branching process,80,47,54,58,62,66,69,72,75,77,80,83,87,90,94,98,104,110,121,141
LSHTM,1,6,2020,16,6,2020,Midlands,hospital_inc,Branching process,79,45,52,57,61,65,67,70,74,77,79,82,86,89,93,98,104,111,120,140
LSHTM,1,6,2020,17,6,2020,Midlands,hospital_inc,Branching process,78,43,50,55,59,63,66,69,72,75,78,81,85,88,92,97,102,110,122,144
LSHTM,1,6,2020,18,6,2020,Midlands,hospital_inc,Branching process,77,42,49,54,58,61,65,68,71,74,77,80,83,87,91,96,101,109,121,141
LSHTM,1,6,2020,19,6,2020,Midlands,hospital_inc,Branching process,76,40,47,52.85000000000002,56,60,64,67,70,73,76,79,83,87,91,96,101,109,121,146.05000000000018
LSHTM,1,6,2020,20,6,2020,Midlands,hospital_inc,Branching process,74,39,45,51,54,58,61,64,67,71,74,77,80,84,88,94,100,108,121.10000000000036,147
LSHTM,1,6,2020,21,6,2020,Midlands,hospital_inc,Branching process,73,37,44,49,53.80000000000007,57,61,64,67,70,73,77,80,84,88,93,100,108,123,145.05000000000018
LSHTM,1,6,2020,22,6,2020,Midlands,hospital_inc,Branching process,72,35,43,48,51,55,58,62,65,68.55000000000018,72,75,79,83,87,92,98,107,120,148
LSHTM,1,6,2020,23,6,2020,Midlands,hospital_inc,Branching process,70,34,41,46,51,54,58,61,64,67,70,74,78,81,86,91,98,107,120,147.05000000000018
LSHTM,1,6,2020,1,6,2020,North East and Yorkshire,hospital_inc,Branching process,75,59,63,65,67,68,70,71,73,74,75,76,78,79,81,82,84,86,88.10000000000002,92
LSHTM,1,6,2020,2,6,2020,North East and Yorkshire,hospital_inc,Branching process,71,53,57,59,61,63,65,67,68,70,71,73,74,76,78,80,83,86,89,95
LSHTM,1,6,2020,3,6,2020,North East and Yorkshire,hospital_inc,Branching process,70,50,54,57,59,61,63,65,66,68,70,71,73,75,77,79,81,84,88,95
LSHTM,1,6,2020,4,6,2020,North East and Yorkshire,hospital_inc,Branching process,68,47,52,55,57,59,61,63,64,66,68,70,71,73,75,78,80,83,88,95
LSHTM,1,6,2020,5,6,2020,North East and Yorkshire,hospital_inc,Branching process,66,46,50,53,55,57,59,61,63,65,66,68,70,72,74,76,79,82,87,94
LSHTM,1,6,2020,6,6,2020,North East and Yorkshire,hospital_inc,Branching process,65,43,48,51,53,55,58,59,61,63,65,67,69,71,73,76,79,82,87,94
LSHTM,1,6,2020,7,6,2020,North East and Yorkshire,hospital_inc,Branching process,63,42,46,49,51,53,55,57,59,61,63,65,67,69,72,74,77,81,86,95
LSHTM,1,6,2020,8,6,2020,North East and Yorkshire,hospital_inc,Branching process,61,39,44,47,50,52,54,55.649999999999864,57,59,61,63,65,68,70,73,76,80,85,94
LSHTM,1,6,2020,9,6,2020,North East and Yorkshire,hospital_inc,Branching process,60,38,42,45,48,50,52,54,56,58,60,62,64,66,69,72,75,80,85,95
LSHTM,1,6,2020,10,6,2020,North East and Yorkshire,hospital_inc,Branching process,58,36,40,43,46,48,50,52,54,56,58,60,63,65,68,70,74,79,85,95
LSHTM,1,6,2020,11,6,2020,North East and Yorkshire,hospital_inc,Branching process,56,34,39,42,45,47,49,51,53,55,56,59,61,64,67,70,73,79,85,95
LSHTM,1,6,2020,12,6,2020,North East and Yorkshire,hospital_inc,Branching process,56,32,37,40,43,45,47,49,51,53.55000000000018,56,58,60,63,66,68,72,76,83,94
LSHTM,1,6,2020,13,6,2020,North East and Yorkshire,hospital_inc,Branching process,54,31,36,39,41,43,45,47,50,52,54,56,59,61,64,67,71,76,83,95
LSHTM,1,6,2020,14,6,2020,North East and Yorkshire,hospital_inc,Branching process,53,29,34,37,40,43,45,47,49,51,53,55,58,60,63,66,70,75,83,96
LSHTM,1,6,2020,15,6,2020,North East and Yorkshire,hospital_inc,Branching process,51,28,33,36,39,41,43,45,47,49,51,53,56,58,61,65,70,75,82,95
LSHTM,1,6,2020,16,6,2020,North East and Yorkshire,hospital_inc,Branching process,50,27,31,35,37,40,42,44,46,48,50,53,55,58,61,64,68,74,81,96
LSHTM,1,6,2020,17,6,2020,North East and Yorkshire,hospital_inc,Branching process,49,25,30,33,36,38,41,42,44,47,49,51,54,57,60,63,67,73,81,96
LSHTM,1,6,2020,18,6,2020,North East and Yorkshire,hospital_inc,Branching process,48,25,29,32,34,37,39,41,43,46,48,50,52.40000000000009,55,59,62,66,72,81,96
LSHTM,1,6,2020,19,6,2020,North East and Yorkshire,hospital_inc,Branching process,46,23,27,31,33,36,38,40,42,44,46,49,51,54,57,61,66,72,80,95.05000000000018
LSHTM,1,6,2020,20,6,2020,North East and Yorkshire,hospital_inc,Branching process,46,22,27,30,32,35,37,39,41,43,46,48,51,53,56,60,64,70,79,95
LSHTM,1,6,2020,21,6,2020,North East and Yorkshire,hospital_inc,Branching process,44,21,25,29,31,34,36,38,40,42,44,46,49,52,55,59,63,69,79.10000000000036,97
LSHTM,1,6,2020,22,6,2020,North East and Yorkshire,hospital_inc,Branching process,43,20,24,27,30,32,34,37,39,41,43,45,48,51,54,59,64,70,78.10000000000036,97
LSHTM,1,6,2020,23,6,2020,North East and Yorkshire,hospital_inc,Branching process,42,19,23,26,29,31,33,35,37,40,42,44,47,50,53,57,62,69,78,97.05000000000018
LSHTM,1,6,2020,1,6,2020,North West,hospital_inc,Branching process,123,102,106,109,111.80000000000001,114,116,118,120,121,123,124,126,128,130,132,134,137,140,146
LSHTM,1,6,2020,2,6,2020,North West,hospital_inc,Branching process,118,93,98,102,105,107,110,112,114,116,118,121,123,125,127,130,133,136,140,147
LSHTM,1,6,2020,3,6,2020,North West,hospital_inc,Branching process,116,88,95,99,102,105,107,109.64999999999986,112,114,116,119,121,123,125,128,131,135,139.10000000000036,147
LSHTM,1,6,2020,4,6,2020,North West,hospital_inc,Branching process,114,86,92,96,99,102,105,107,109,112,114,116,118,121,124,127,130,134,139,146
LSHTM,1,6,2020,5,6,2020,North West,hospital_inc,Branching process,111,81,88,92,96,99,101,104,106,109,111,114,116,119,122,125,129,132,138,145.05000000000018
LSHTM,1,6,2020,6,6,2020,North West,hospital_inc,Branching process,110,78,85,90,93,96,99,102,104,107,110,112,114,117,120,123,126,130,136,145
LSHTM,1,6,2020,7,6,2020,North West,hospital_inc,Branching process,107,75,82,86,90,93,97,99,102,105,107,110,112,115,117,121,125,129.14999999999964,135,146.05000000000018
LSHTM,1,6,2020,8,6,2020,North West,hospital_inc,Branching process,105,72,79,83,87,91,94,97,99.60000000000014,102,105,108,111,114,117,120,125,129,135,147
LSHTM,1,6,2020,9,6,2020,North West,hospital_inc,Branching process,103,69,76,81,85,88,92,95,97,100,103,106,108,111,115,119,122.20000000000027,128,134,145
LSHTM,1,6,2020,10,6,2020,North West,hospital_inc,Branching process,101,65,72,77,82,86,89,92,95,98,101,104,107,110,113,117,121,127,133,144.05000000000018
LSHTM,1,6,2020,11,6,2020,North West,hospital_inc,Branching process,99,62,69,75,79,83,87,90,93,96,99,102,105,108,112,115,120,126,134,144
LSHTM,1,6,2020,12,6,2020,North West,hospital_inc,Branching process,96,60,67,73,77,81,84,87,90,93,96,99,103,106,110,114,118,123,131.10000000000036,145
LSHTM,1,6,2020,13,6,2020,North West,hospital_inc,Branching process,95,56,65,70,74,78,82,85,89,92,95,98,101,105,108,113,117,123,130,143
LSHTM,1,6,2020,14,6,2020,North West,hospital_inc,Branching process,93,55,62,68,72,76,80,83,87,90,93,96,99,103,107,111,115,121,129,143
LSHTM,1,6,2020,15,6,2020,North West,hospital_inc,Branching process,91,53,60,66,71,75,78,81,84,87,91,94,97,101,104,109,113,119,127,143
LSHTM,1,6,2020,16,6,2020,North West,hospital_inc,Branching process,89,50,57,63,68,72,76,79,82,85,89,92,95,99,103,107,112,118,127,141
LSHTM,1,6,2020,17,6,2020,North West,hospital_inc,Branching process,86,47,56,61,66,70,73,77,80,83.55000000000018,86,90,93,97,100,105,110,116,124,143
LSHTM,1,6,2020,18,6,2020,North West,hospital_inc,Branching process,85,45,53,59,63,67,71,74,78,81,85,88,92,96,99,104,109,115,124,141
LSHTM,1,6,2020,19,6,2020,North West,hospital_inc,Branching process,83,42,50,57,61,65,69,73,76,80,83,86,90,94,98,103,108,115,124,140
LSHTM,1,6,2020,20,6,2020,North West,hospital_inc,Branching process,81,40,48,54,59,64,68,71,74,78,81,85,89,92,96,101,106,113,123,139
LSHTM,1,6,2020,21,6,2020,North West,hospital_inc,Branching process,79,38,47,52,57,61,65,69,72,76,79,83,86.40000000000009,91,95,99,104,111,120,137
LSHTM,1,6,2020,22,6,2020,North West,hospital_inc,Branching process,77,37,46,52,56,60,63,67,70.60000000000014,74,77,81,84,88,93,97,104,111,121,138
LSHTM,1,6,2020,23,6,2020,North West,hospital_inc,Branching process,76,35,43,48,54,58,62,65,69,72,76,80,84,88,92,97,102,110,120,137
LSHTM,1,6,2020,1,6,2020,Northern Ireland,hospital_inc,Branching process,8,1,2,3,4,5,5,6,7,8,8,9,10,11,13,14,16,19,24,34
LSHTM,1,6,2020,2,6,2020,Northern Ireland,hospital_inc,Branching process,8,1,2,3,4,4,5,6,7,7,8,9,10,11,13,14,16,20,25,39
LSHTM,1,6,2020,3,6,2020,Northern Ireland,hospital_inc,Branching process,8,1,2,3,4,4,5,6,6,7,8,9,10,11,13,14,17,20,26,40
LSHTM,1,6,2020,4,6,2020,Northern Ireland,hospital_inc,Branching process,8,1,2,2,3,4,5,5,6,7,8,9,10,11,12,14,17,20,26,42
LSHTM,1,6,2020,5,6,2020,Northern Ireland,hospital_inc,Branching process,8,0,1,2,3,4,4,5,6,7,8,9,10,11,12,14,16,21,27,47
LSHTM,1,6,2020,6,6,2020,Northern Ireland,hospital_inc,Branching process,7,0,1,2,3,3,4,5,6,7,7,8,9,11,12,14,17,20,29,48
LSHTM,1,6,2020,7,6,2020,Northern Ireland,hospital_inc,Branching process,7,0,1,2,3,3,4,5,6,6,7,8,9,11,12,14,17,21,29,52
LSHTM,1,6,2020,8,6,2020,Northern Ireland,hospital_inc,Branching process,7,0,1,2,2,3,4,5,5,6,7,8,9,11,12,14,17,22,30,55
LSHTM,1,6,2020,9,6,2020,Northern Ireland,hospital_inc,Branching process,7,0,1,2,2,3,4,4,5,6,7,8,9,10,12,14,17,22,31,58
LSHTM,1,6,2020,10,6,2020,Northern Ireland,hospital_inc,Branching process,7,0,1,1,2,3,3,4,5,6,7,8,9,10,12,14,17,23,32,59
LSHTM,1,6,2020,11,6,2020,Northern Ireland,hospital_inc,Branching process,6,0,1,1,2,3,3,4,5,6,6,8,9,10,12,15,18,23,34,65
LSHTM,1,6,2020,12,6,2020,Northern Ireland,hospital_inc,Branching process,7,0,1,1,2,3,3,4,5,6,7,8,9,10,12,14,17,22,33,70.05000000000018
LSHTM,1,6,2020,13,6,2020,Northern Ireland,hospital_inc,Branching process,6,0,0,1,2,2,3,4,5,5,6,7,9,10,12,14,18,23,34,75.05000000000018
LSHTM,1,6,2020,14,6,2020,Northern Ireland,hospital_inc,Branching process,6,0,0,1,1,2,3,3,4,5,6,7,9,10,12,14,18,24,36,83.05000000000018
LSHTM,1,6,2020,15,6,2020,Northern Ireland,hospital_inc,Branching process,6,0,0,1,1,2,3,3,4,5,6,7,8,10,12,14,18,23,36,81
LSHTM,1,6,2020,16,6,2020,Northern Ireland,hospital_inc,Branching process,6,0,0,1,1,2,3,3,4,5,6,7,8,10,11.299999999999727,14,18,24,37,90
LSHTM,1,6,2020,17,6,2020,Northern Ireland,hospital_inc,Branching process,6,0,0,1,1,2,2,3,4,5,6,7,8,9,11,14,18,24.149999999999636,38,94.10000000000036
LSHTM,1,6,2020,18,6,2020,Northern Ireland,hospital_inc,Branching process,5,0,0,0,1,2,2,3,4,4,5,6.450000000000273,8,9,11,14,18,26,41,105.05000000000018
LSHTM,1,6,2020,19,6,2020,Northern Ireland,hospital_inc,Branching process,5,0,0,0,1,1,2,3,3,4,5,6,8,9,11,14,18,25,42,111
LSHTM,1,6,2020,20,6,2020,Northern Ireland,hospital_inc,Branching process,5,0,0,0,1,1,2,3,3,4,5,6,8,9,11,14,19,26,41,113.05000000000018
LSHTM,1,6,2020,21,6,2020,Northern Ireland,hospital_inc,Branching process,5,0,0,0,1,1,2,3,3,4,5,6,8,9,11,14,18,26,44,124.05000000000018
LSHTM,1,6,2020,22,6,2020,Northern Ireland,hospital_inc,Branching process,5,0,0,0,1,1,2,2,3,4,5,6,7,9,11,14,19,27,45,134
LSHTM,1,6,2020,23,6,2020,Northern Ireland,hospital_inc,Branching process,5,0,0,0,1,1,2,2,3,4,5,6,7,9,11,14,19,27,46,133.20000000000073
LSHTM,1,6,2020,1,6,2020,Scotland,hospital_inc,Branching process,24,12,14,15,17,18,19,21,21,23,24,25,26,27,29,31,33,36,40,46
LSHTM,1,6,2020,2,6,2020,Scotland,hospital_inc,Branching process,24,11,13,15,16,18,19,20,21,22,24,25,26,28,30,32,34,37,41,48
LSHTM,1,6,2020,3,6,2020,Scotland,hospital_inc,Branching process,24,10,12,14,16,17,19,20,21,22,24,25,26.40000000000009,28,30,32,35,38,43,52
LSHTM,1,6,2020,4,6,2020,Scotland,hospital_inc,Branching process,24,9,12,14,15,17,18,19,21,22,24,25,27,28,31,33,36,41,46,57
LSHTM,1,6,2020,5,6,2020,Scotland,hospital_inc,Branching process,23,9,11,13,15,16,18,19,20,22,23,25,27,29,31,34,37,42,48,61
LSHTM,1,6,2020,6,6,2020,Scotland,hospital_inc,Branching process,23,8,10,12,14,16,17,18,20,21,23,25,26,29,31,34,38,43,51,64.05000000000018
LSHTM,1,6,2020,7,6,2020,Scotland,hospital_inc,Branching process,23,8,10,12,14,15,17,18,20,21,23,25,27,29,32,35,39,45,53,72
LSHTM,1,6,2020,8,6,2020,Scotland,hospital_inc,Branching process,23,7,10,11.850000000000023,13,15,16,18,20,21,23,25,27,30,33,36,40,46,56,77
