Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,date,type,Value,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,31,5,2022,10,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-10,estimate,0.810960495433839,0.781894290823202,0.787950773074593,0.792608831659544,0.795744486778082,0.798437452726166,0.800973721437374,0.803630423641706,0.805856048198984,0.808353276082234,0.810960495433839,0.813295543853977,0.815825626848398,0.818165711923459,0.82077279874187,0.8233946081372,0.826359554688582,0.829946517100588,0.834345018502144,0.841203196457945
LSHTM,31,5,2022,11,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-11,estimate,0.803148573259832,0.778781528868647,0.784040239474007,0.78757845999469,0.790366812473012,0.792462911542817,0.794541678175869,0.796505633459866,0.799056382261698,0.801132745825947,0.803148573259832,0.805314233846596,0.807710766479173,0.809709345429234,0.812159052877061,0.814555788298584,0.81738591547354,0.820597016468632,0.825378302333097,0.831932558833888
LSHTM,31,5,2022,12,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-12,estimate,0.795246081193082,0.771402541156526,0.77670376981372,0.780305001943114,0.783026466665414,0.785338479966579,0.787528694063856,0.789772841228338,0.791524465102702,0.793346273726161,0.795246081193082,0.797268748620062,0.799376491380995,0.801148616097119,0.803346931130888,0.805890864023398,0.808411078829684,0.811514606300513,0.815705690822713,0.821601844448004
LSHTM,31,5,2022,13,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-13,estimate,0.788024905431286,0.761115905029711,0.766894253654508,0.770975877242564,0.774074630678351,0.776915763341445,0.779574003381018,0.781736282684991,0.783998211636004,0.785892877367198,0.788024905431286,0.790142406619301,0.792420732423409,0.794334211761256,0.796303178435321,0.798551534689903,0.800628279581817,0.803597255154505,0.807472752687825,0.81310306979045
LSHTM,31,5,2022,14,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-14,estimate,0.780987298132283,0.750190367679017,0.756737944664466,0.76164815628189,0.765292413904805,0.768669609111434,0.771384186855169,0.773884733398218,0.776468613369654,0.778573885763403,0.780987298132283,0.783508182749054,0.785580809412998,0.787962750686685,0.790257886813168,0.792992603914619,0.795672560440519,0.79893008799019,0.802780922218393,0.808386130414797
LSHTM,31,5,2022,15,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-15,estimate,0.775214987387607,0.742017102814316,0.748129154782729,0.753600181875408,0.757945088768165,0.761855317739891,0.764437901191615,0.767248397349221,0.770164071567537,0.77268877841956,0.775214987387607,0.777857351011835,0.780395094194332,0.782980461443285,0.786019409578208,0.788984088268218,0.792381993724996,0.796434649934947,0.801521589115517,0.807822250912885
LSHTM,31,5,2022,16,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-16,estimate,0.771775959356079,0.736638236882631,0.743404017102204,0.749259646363108,0.753557527545318,0.757401992986183,0.760491649999789,0.763458995003101,0.766196206937285,0.769061203751751,0.771775959356079,0.774539743959788,0.777638583902766,0.78045878639392,0.783811580947817,0.787398316201609,0.79178390069584,0.796325445327601,0.802593178224679,0.810275875452934
LSHTM,31,5,2022,17,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-17,estimate,0.772140429323765,0.735455976801476,0.742383445924251,0.748281993112999,0.752726420439177,0.756744019193676,0.760042814028446,0.763026053434839,0.766063010325179,0.769260805142177,0.772140429323765,0.774832493801992,0.777935396745808,0.781320175703463,0.784818366982369,0.788705957907716,0.793395724829306,0.798736643749806,0.805771430008041,0.814018950593427
LSHTM,31,5,2022,18,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-18,estimate,0.776105047917658,0.73859197531167,0.746255559916803,0.751693257959345,0.756559095974187,0.760637396575181,0.763907364025835,0.766952498383724,0.770028319457848,0.773003726766897,0.776105047917658,0.779448014007907,0.782623996785872,0.785878554887854,0.78949291862089,0.79347029385508,0.797864890551769,0.803230946861016,0.810074573045627,0.818273701355732
LSHTM,31,5,2022,19,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-19,estimate,0.784612668736,0.746524454028229,0.755596196386599,0.76071319450054,0.765542874188308,0.768898656973508,0.772183531216764,0.775328113935232,0.778238836387768,0.78121375996255,0.784612668736,0.787744393449744,0.790726739647222,0.794026061050241,0.797257661687683,0.801110260519858,0.80488666957443,0.809999641552109,0.816063162274142,0.823902211781077
LSHTM,31,5,2022,20,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-20,estimate,0.796213999938859,0.760373347325952,0.768970408353879,0.774536860827493,0.778696262244755,0.78176342279948,0.78487120066743,0.78789626691402,0.79075430400058,0.793506633992891,0.796213999938859,0.799255820747157,0.802146124016175,0.804895883913615,0.807988799279267,0.811338789456084,0.815038208715373,0.819132203448696,0.824240466419573,0.831278154499377
LSHTM,31,5,2022,21,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-21,estimate,0.811490142468796,0.777668909096722,0.786684940038421,0.791176780730062,0.794796316040429,0.798026352192024,0.801033279657872,0.803880001923679,0.806464330185398,0.80892725460745,0.811490142468796,0.81370566675108,0.816115840024934,0.818490998202413,0.821168522050667,0.823825405153103,0.827314075006834,0.830965452951216,0.835236841649285,0.840748355399965
LSHTM,31,5,2022,22,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-22,estimate,0.828106318305696,0.798860375711086,0.805861696011418,0.810460710434515,0.813893350756874,0.816460222312695,0.819002008172888,0.821713857017542,0.824020353216717,0.826193762372905,0.828106318305696,0.829981670065133,0.832062916804296,0.834288353816254,0.836569396638159,0.839033841856091,0.841750195045213,0.844887368752478,0.849198104553956,0.854121652904271
LSHTM,31,5,2022,23,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-23,estimate,0.845603442343248,0.818811998678321,0.825364237919716,0.829739931618447,0.832873734008798,0.835126920847389,0.837436538970421,0.839833514193607,0.841752952142709,0.843677452653381,0.845603442343248,0.847351344962791,0.849187469751451,0.851435575346717,0.853793830722303,0.855905842819986,0.858862716189582,0.862260937252741,0.866284242284116,0.873641035226834
LSHTM,31,5,2022,24,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-24,estimate,0.862926915754106,0.837097406028185,0.842701520210739,0.845987969105239,0.849035480061212,0.852040008774597,0.854350707485446,0.856517870271023,0.858632614741253,0.860717763061875,0.862926915754106,0.865237843341503,0.867351232706056,0.869658944983959,0.872403168355544,0.875804253866425,0.879477174940855,0.883502767792646,0.888658894281135,0.895650073171117
LSHTM,31,5,2022,25,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-25,estimate,0.879912220215724,0.850409833204758,0.856206993644749,0.860027985520098,0.863154176867814,0.865980668466179,0.868586993215586,0.87144152729898,0.87407501315937,0.876970550046489,0.879912220215724,0.882908431348378,0.885974157264776,0.889302871711383,0.892196568571188,0.895698276173948,0.900004459882429,0.90441105736431,0.910056636700371,0.918234555550642
LSHTM,31,5,2022,26,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-26,estimate,0.895214043025144,0.86061169750549,0.867147267672601,0.871392244957048,0.875150183385791,0.87845243088803,0.881709409991384,0.884774379507661,0.888335398456411,0.891896040287272,0.895214043025144,0.898733775621649,0.901890714146878,0.905334343220813,0.909293903965167,0.913164186352971,0.917871107233489,0.923061941771628,0.928795829358072,0.939453920971509
LSHTM,31,5,2022,27,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-27,estimate,0.907215321316267,0.868965835267521,0.875819542403715,0.880712558924665,0.885256737960727,0.889045710138344,0.892978272853222,0.896473258737172,0.900063168836985,0.903520189202299,0.907215321316267,0.910815908605873,0.914257079031593,0.917892630379345,0.921723092094726,0.925941144577731,0.930801741387908,0.936302380017297,0.943366533269073,0.954131199934641
LSHTM,31,5,2022,28,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-28,estimate,0.915193287379551,0.875854114250348,0.883047218472582,0.888169504618425,0.892793399341517,0.897093310541856,0.900970817762238,0.90457057080697,0.907949938067127,0.911705701070413,0.915193287379551,0.918497551309395,0.922078360981668,0.925932064023717,0.930020525239903,0.934016292609626,0.938369502949003,0.944048064147087,0.951198431453003,0.962444786411371
LSHTM,31,5,2022,29,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-29,estimate,0.91887672824282,0.882009362128983,0.888772539897962,0.893292354064519,0.897842842519084,0.901982157116639,0.90562450995631,0.90877004569246,0.912313413710735,0.915850688343123,0.91887672824282,0.922178920183282,0.925448895888801,0.928830324692999,0.93282555820744,0.936830383152699,0.940730247680177,0.946289735785606,0.952646128066501,0.963229302034838
LSHTM,31,5,2022,30,4,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-04-30,estimate,0.918765050894677,0.885310673441369,0.891939896836232,0.896256429752162,0.900178285161694,0.903727966886707,0.906818861363859,0.909968207947726,0.91324384739354,0.915885148296108,0.918765050894677,0.92157247825091,0.924645887823188,0.927853220863928,0.931108357888627,0.934319928869587,0.938681054570529,0.943150239978039,0.94917130199976,0.958257115150456
LSHTM,31,5,2022,1,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-01,estimate,0.915794008153333,0.886084694621717,0.892036453118683,0.896258952280847,0.8993036088068,0.902392229272234,0.905190815403054,0.908008105087707,0.910591019692335,0.912956135021611,0.915794008153333,0.918264717027677,0.920763879737699,0.923527779858454,0.926175809799821,0.929493804344502,0.932914670817844,0.9367617704589,0.942338195216071,0.949892816853094
LSHTM,31,5,2022,2,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-02,estimate,0.910503991651743,0.881850714575028,0.888463859238133,0.892368840294881,0.895754704333774,0.898705097315376,0.90102557125183,0.903603194242572,0.90589659931958,0.908155166887129,0.910503991651743,0.912695990846748,0.915101097871758,0.917328054169695,0.919887305684837,0.922693359230005,0.925736832638044,0.929273403442793,0.934022301058415,0.940570548951659
LSHTM,31,5,2022,3,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-03,estimate,0.904224579709702,0.872657511199495,0.880568510383037,0.885914871564467,0.88929474047727,0.892490227880784,0.895374059866463,0.897802003502838,0.900139190144244,0.902197533012798,0.904224579709702,0.906304593244373,0.908721562627095,0.910996930839316,0.913544177311805,0.916166087682142,0.919200661165739,0.922350453049249,0.926912298713672,0.933025896515332
LSHTM,31,5,2022,4,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-04,estimate,0.898354200076892,0.861339939235479,0.870458325680137,0.876799820270755,0.881055806290459,0.884924151783577,0.887984732700199,0.891190374050003,0.893593651759822,0.89607837169263,0.898354200076892,0.900516953238651,0.902763083634223,0.905342124587024,0.907921581649974,0.910730873275082,0.913666078327731,0.917420453528684,0.92151333117695,0.92718568360069
LSHTM,31,5,2022,5,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-05,estimate,0.892758344018069,0.852529914159373,0.861579387164028,0.867972479180579,0.872714323477986,0.877161874272382,0.881011252539071,0.883914227190612,0.886957296794867,0.890077462194145,0.892758344018069,0.895553945292109,0.898292561412499,0.900803802315199,0.903485533988583,0.906457424859937,0.90921638770558,0.913205209155394,0.917448785146004,0.923556681538676
LSHTM,31,5,2022,6,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-06,estimate,0.888019966648169,0.846030390038522,0.856150570730732,0.862364536336814,0.867003056941196,0.871677828816665,0.875405458782545,0.879065877381349,0.882049582550756,0.885256525156109,0.888019966648169,0.891189553507057,0.894152948479275,0.897132730353872,0.900319575412158,0.903161258065557,0.905873307856727,0.909783900883414,0.914885154478793,0.921518093047921
LSHTM,31,5,2022,7,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-07,estimate,0.885484140442124,0.844203580804994,0.853616189395594,0.859662163041948,0.864486218154914,0.868546743586889,0.872731068989486,0.876360646446509,0.879472579843837,0.882617394256933,0.885484140442124,0.888500887297258,0.891057265770689,0.893863384366113,0.897377947882981,0.900678542562199,0.904088672802878,0.907876557950219,0.912682130581915,0.918738581732502
LSHTM,31,5,2022,8,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-08,estimate,0.884654116357442,0.845852730991436,0.854843730601949,0.860674017774004,0.864999272792004,0.869132062485371,0.872653109824954,0.875859912835084,0.879067151560366,0.881921884998945,0.884654116357442,0.887391022528914,0.890712513220088,0.893249436872894,0.896000148542822,0.899489246425712,0.902798763021912,0.906652831326755,0.9112386912875,0.917443985411012
LSHTM,31,5,2022,9,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-09,estimate,0.885896370696471,0.850948200358337,0.858722796536648,0.863858898666003,0.867841011438704,0.871462630529096,0.874919621603702,0.877909705889551,0.880772545369253,0.883258545316102,0.885896370696471,0.888688125381263,0.891495917792221,0.894163080113508,0.896732091855937,0.89986500322956,0.902855970975636,0.906533282038542,0.910639661564234,0.91687018436298
LSHTM,31,5,2022,10,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-10,estimate,0.889089824643771,0.85637057429127,0.863335780185784,0.868329822567001,0.872439181584488,0.875506321024271,0.878670285797407,0.881393754914958,0.884105723204074,0.886566978473856,0.889089824643771,0.891228944230251,0.89388719708943,0.896255626038817,0.89893280821506,0.901581565661646,0.904179740683612,0.90741005678831,0.911920707257932,0.918259746806636
LSHTM,31,5,2022,11,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-11,estimate,0.892325786428182,0.860904172581711,0.868511468394223,0.873406563225557,0.877236884356831,0.880552600765456,0.883198812934048,0.885616276954438,0.887999103461086,0.890070483027517,0.892325786428182,0.894854724193579,0.896855372127233,0.899251405349137,0.901900784766037,0.904471643609531,0.907293088426585,0.910756573838194,0.915032157814729,0.922368306273728
LSHTM,31,5,2022,12,5,2022,East of England,R,EpiNow Cases,Nowcast,Cases,2.0,2022-05-12,estimate,0.89607701595557,0.865390192112227,0.872363613061754,0.877672799714828,0.881059084222128,0.884176232970163,0.886752971674279,0.88945224776005,0.891754047069784,0.893937873957963,0.89607701595557,0.898424353999917,0.900765341490503,0.902861584515051,0.905338244552406,0.90835199578883,0.911543449367617,0.915410260644923,0.920886485721864,0.928034765468966
